Area_SqFt,Bedrooms,Bathrooms,Age_Years,Location_Rating,Garage_Cars,Price_USD
1003,2,1,28,3,0,612824
1491,3,3,24,2,1,336690
3512,5,4,19,6,2,421039
1201,4,3,33,3,2,552269
2430,3,4,4,1,2,422667
940,3,4,3,5,0,301049
4428,3,3,12,2,2,441292
2568,1,3,18,2,0,334798
1303,4,1,23,4,2,640951
917,3,4,20,4,0,250759
3265,4,2,6,4,0,722868
1986,3,2,34,7,1,238931
4493,5,4,2,1,1,291946
3029,5,4,30,8,1,606420
2880,5,4,9,9,0,387944
2400,2,3,27,6,1,571499
1967,3,2,34,4,1,469241
2172,2,2,24,6,1,701010
1416,4,2,17,7,0,440034
1152,2,4,29,6,0,297949
4200,4,3,12,1,1,268096
1455,4,4,31,5,1,562190
2412,4,1,9,8,0,216042
3466,2,1,19,8,0,369880
4242,3,2,17,9,1,399529
782,2,4,2,4,1,505624
3712,3,1,5,6,1,277011
2174,3,1,16,7,0,267039
996,4,4,17,5,1,213514
2327,2,3,27,8,0,197702
3426,3,4,7,3,2,500952
2117,5,4,8,8,1,597296
4330,3,3,8,5,2,390539
1506,5,2,23,1,0,717753
1956,2,2,32,6,2,547896
2774,2,2,18,2,1,509187
4229,2,3,12,7,2,139627
4228,3,1,15,9,2,422498
600,1,3,28,3,2,128657
3839,3,4,31,4,0,392651
4291,3,3,9,4,1,186162
618,4,1,8,4,0,351788
4003,4,1,19,3,2,542831
1183,3,4,8,5,2,547079
1055,5,2,34,9,0,96122
3604,4,1,4,8,0,555994
2636,3,1,31,2,2,245641
1732,1,1,3,9,1,662236
3939,5,4,19,2,0,112133
3092,2,1,29,7,2,108519
3911,3,2,10,5,2,655345
2552,3,4,12,7,1,89151
3972,5,2,30,5,2,456688
3249,4,1,30,6,0,373913
2750,4,1,18,8,2,196553
1587,4,2,24,1,2,492193
3921,2,4,32,1,2,84265
4124,5,4,9,5,2,374888
1119,5,2,24,1,1,429071
3824,4,1,26,3,0,345800
1458,4,3,3,9,2,593592
773,1,2,23,7,0,408760
1966,1,2,11,6,1,105911
4341,3,2,10,8,0,103013
3652,3,1,13,8,1,662269
3078,5,4,29,6,0,624602
1326,5,1,13,4,0,219966
4360,2,2,26,4,2,257152
2310,2,1,20,4,0,99420
2475,1,1,5,6,2,534804
3497,3,2,20,1,2,181015
2281,1,1,14,2,0,612022
1947,1,3,14,6,2,620507
1589,3,1,8,1,0,298105
4344,2,1,13,9,2,126972
3286,3,4,24,6,2,707063
1019,4,4,15,7,1,377957
1193,4,2,1,1,1,464223
3132,4,2,22,8,0,219413
4330,5,4,34,5,2,287622
2374,2,3,3,5,1,554582
3059,2,1,26,6,1,264159
1535,5,3,14,7,1,687003
1707,1,3,8,7,2,556716
1736,4,4,16,5,0,398773
4408,4,2,21,1,2,117804
931,1,1,10,9,2,288407
4049,3,2,25,6,1,636294
4426,3,3,22,9,2,474800
3302,2,3,4,4,2,571971
2688,5,2,4,2,1,446726
2393,2,2,30,3,1,513807
1558,3,4,2,4,2,714616
4468,1,2,29,8,1,304056
704,2,2,21,3,0,598389
801,4,4,21,8,0,73261
3097,4,2,21,6,0,204281
2442,1,3,4,4,0,612935
2466,3,2,1,7,0,199293
2596,4,1,26,5,1,501049
1889,4,3,2,5,1,407557
1509,5,4,9,9,0,609845
809,2,3,18,3,0,460742
1162,3,4,11,4,0,163585
3789,2,1,25,5,1,716611
3360,3,1,26,1,1,616876
4048,4,3,3,7,2,591177
4222,5,2,22,8,2,307723
2163,2,3,8,6,2,112318
1370,4,3,15,9,2,582121
3755,3,1,7,3,1,553298
3101,2,4,19,2,1,526804
3314,2,3,17,5,1,551300
1228,4,2,1,9,1,621926
4185,2,1,29,1,0,61147
2228,5,3,13,1,2,581715
2301,5,3,29,3,1,670058
986,4,2,6,3,1,382479
2535,3,3,5,5,2,124347
4021,4,3,34,4,1,552483
2943,5,3,11,6,0,483968
2905,1,3,9,8,1,513749
1704,1,2,9,8,2,264026
867,2,3,8,4,0,339854
3066,2,3,3,1,0,274174
2882,1,3,13,7,2,172286
2456,5,1,19,6,2,552314
3982,2,2,34,5,0,299192
4484,4,1,32,4,1,604943
2598,4,1,16,6,2,461699
3633,5,2,18,8,0,100094
1980,2,1,14,6,2,232522
1836,4,1,30,3,1,178116
1173,2,1,2,9,1,740569
648,2,2,13,3,0,106316
1750,4,3,27,4,1,602844
822,1,4,17,5,1,743322
3568,4,4,31,2,1,468854
3950,5,2,15,2,2,686499
2031,3,4,20,6,0,277691
2128,4,2,5,2,0,525833
3965,2,2,7,1,0,638664
2419,2,4,18,8,1,524512
2924,4,1,11,1,2,335915
2061,3,3,32,6,0,388170
1730,4,4,27,1,2,449684
2281,3,4,26,8,0,457479
3067,3,4,28,5,1,460985
3258,5,4,2,3,0,740694
4100,2,2,20,5,0,536333
974,2,2,4,1,1,387254
2720,3,3,13,1,1,717264
2621,2,3,24,4,0,130805
4305,1,4,29,9,2,90968
1653,3,4,2,9,1,61650
3859,2,4,18,1,0,334611
4035,1,3,8,3,1,161495
2489,5,4,15,4,2,158331
2423,2,1,17,2,0,237972
2074,1,3,23,7,0,521631
2842,4,1,2,3,2,333009
1779,4,4,6,1,2,174559
3843,1,2,29,1,0,423557
3494,3,1,27,3,2,645327
1664,3,3,34,6,2,299028
3734,2,1,18,4,0,583912
2670,4,3,10,1,1,524510
959,3,4,17,7,2,456137
3746,3,1,13,2,1,421881
3207,4,2,27,5,1,64428
3319,5,1,2,8,1,526863
2641,3,2,34,7,2,309296
4496,1,3,31,8,0,148783
1741,2,4,23,6,0,173823
2235,3,4,7,7,0,418127
2003,3,2,33,9,0,174039
2543,5,3,12,6,0,465582
1278,1,4,12,9,0,745924
3961,2,3,19,2,1,440746
3087,3,2,9,2,1,397655
4339,2,2,10,2,1,702698
3580,4,1,17,6,2,718002
606,3,4,10,2,2,428025
3867,3,4,12,3,2,729209
3068,4,1,15,8,0,472560
2191,5,2,31,8,1,282763
1432,3,2,15,4,2,569523
3864,2,2,28,9,1,213594
3206,1,2,4,8,0,316918
3819,2,3,1,1,1,66680
2410,5,4,34,8,0,177028
4340,1,4,17,1,2,134955
3873,2,2,33,4,0,700704
4115,2,2,21,6,0,633641
1513,4,2,26,7,1,688577
2611,5,4,5,4,0,521912
2042,4,4,33,8,2,628521
2050,1,2,1,8,2,198944
3654,4,3,6,9,0,67839
2102,5,1,2,6,1,206724
4146,3,1,5,4,2,460075
725,3,1,26,2,2,748880
3042,1,4,13,7,0,400984
1416,3,4,12,3,0,240338
3528,4,1,5,3,2,304433
2429,1,1,2,3,0,442173
1175,5,3,4,4,0,391660
2972,1,4,27,2,2,633908
2015,1,4,10,5,1,635015
1529,2,1,13,3,1,241057
4359,2,3,2,5,2,288411
4299,1,3,26,7,0,391786
2063,3,1,15,9,2,669911
3875,2,1,10,2,2,323552
4157,5,4,22,9,0,639625
1432,4,1,25,6,1,623900
1654,2,2,15,6,1,230235
4059,1,3,13,3,0,712236
2248,3,1,8,9,2,252154
2500,4,2,21,4,0,218402
2057,2,3,21,5,2,154747
3484,3,2,22,3,0,632402
3573,3,2,33,5,0,416849
1999,3,1,27,8,1,726620
4015,1,3,22,8,1,158214
1042,5,2,30,8,0,713173
4250,3,4,9,6,0,367325
2722,4,3,18,1,1,448454
1156,2,4,5,6,2,143446
4443,4,1,27,7,1,191912
4337,1,4,6,9,2,334443
1778,1,3,32,8,1,548741
4101,4,2,8,8,1,393239
2637,5,2,21,7,2,295302
962,1,3,18,2,0,485813
3095,1,2,14,1,1,199779
1857,4,4,15,2,1,371087
4234,1,2,26,6,1,694246
2441,5,2,32,2,0,297051
2909,5,4,28,4,1,691931
2450,5,4,32,3,0,148377
2772,2,4,13,6,1,407320
1510,5,1,15,8,2,160898
844,5,4,18,6,1,289234
1141,2,4,6,2,1,659564
3132,3,1,11,5,0,701062
2769,1,2,32,6,0,456371
2772,5,4,20,9,0,574300
2172,1,3,33,6,2,388658
2817,4,4,8,5,2,235915
723,1,4,5,1,0,95357
3706,2,1,14,5,2,603271
3758,1,3,21,5,0,619564
3293,1,2,24,6,2,321728
2331,1,2,17,7,0,498495
1385,3,3,18,4,0,250555
2643,3,4,34,7,2,274185
2848,4,1,12,5,1,393595
3016,2,3,16,6,0,455261
1396,1,3,4,4,0,428887
676,1,2,25,8,1,364488
658,1,1,34,9,0,436213
3078,1,3,28,2,0,604344
3285,3,1,11,4,2,647853
2123,4,4,13,8,1,697385
2536,5,2,31,8,0,107689
2756,2,4,25,9,0,354279
4407,1,1,10,3,1,296557
3655,4,4,24,1,1,354956
1901,5,2,1,9,2,701061
667,4,1,25,1,2,475988
3740,3,3,28,3,2,403101
3836,5,4,18,3,0,414796
4160,4,2,6,9,1,329919
2952,3,3,2,1,2,283554
2532,4,2,3,7,1,376667
3321,4,1,8,2,0,726067
964,5,1,31,7,0,335516
1420,3,4,19,1,1,166252
2002,1,2,6,8,1,113475
2990,2,2,14,2,2,705602
1546,5,2,3,3,1,450958
3546,3,1,1,8,2,183502
2177,4,4,30,3,1,641489
1977,3,2,19,1,1,640531
2039,2,2,19,9,1,562599
3780,2,3,9,8,0,397686
4234,1,2,7,4,0,749353
1361,1,4,7,8,0,584189
4168,2,3,9,5,2,749376
940,5,3,4,3,2,740714
3589,5,3,25,1,0,108637
982,4,1,12,5,0,179714
1603,1,3,6,6,1,710868
2156,4,2,18,4,1,536718
899,1,1,21,7,2,626961
738,2,1,15,3,2,727143
958,5,1,3,7,1,124694
1435,5,1,2,1,2,695980
2122,2,1,4,7,0,638195
4056,4,1,32,1,1,464140
2227,4,1,2,1,1,392322
2582,3,3,29,2,2,130732
1903,1,4,2,2,1,529907
4308,4,2,34,4,1,68072
3130,2,2,27,1,0,665789
1508,4,3,18,4,1,235759
1734,5,3,19,2,1,81942
3513,1,1,27,4,1,565579
2786,3,4,20,4,1,152379
1595,1,1,21,9,0,327634
3082,5,3,23,9,1,737079
3156,5,1,30,1,0,341038
2920,5,2,25,5,0,484053
3770,5,2,31,7,0,431974
4435,2,1,27,4,2,526922
2751,3,4,34,5,2,290009
1837,5,1,8,2,1,269497
2384,5,1,19,3,0,341248
4335,4,4,26,7,2,174863
3409,3,4,28,7,1,468356
3434,1,4,4,4,2,415416
764,3,2,31,1,0,592440
1598,3,1,16,1,1,632774
3167,3,3,10,4,0,424840
1907,5,4,10,4,0,278962
3164,5,4,9,6,2,285011
1256,2,1,19,7,1,299214
3260,1,3,19,9,1,356870
2811,4,1,12,9,1,164983
2509,3,1,13,5,2,501905
4330,1,4,25,3,1,165652
2646,1,4,25,3,2,655708
2711,2,2,28,6,1,137848
3762,4,3,30,1,2,457538
1740,3,3,5,7,1,622523
2489,4,4,17,3,2,170629
866,2,4,18,5,0,644249
2445,5,4,21,7,0,312139
2308,1,3,22,7,0,110356
4230,3,2,6,9,1,689041
3811,5,3,16,1,2,578275
2893,2,4,2,3,0,438035
4332,4,4,1,9,1,672766
4429,1,2,30,8,2,93750
3042,3,1,23,2,0,420013
2110,5,1,1,8,0,560443
1075,5,3,19,8,1,304365
4188,1,1,3,2,2,410592
1576,4,1,2,8,1,312415
1807,2,3,17,3,0,450186
1643,4,4,28,7,1,540826
2560,4,1,18,9,1,565916
1157,4,4,33,4,0,459121
1617,1,3,15,6,0,377627
4195,1,4,22,9,2,522825
2205,2,4,27,5,2,243118
4200,4,3,32,1,0,324378
1482,1,4,19,3,0,264239
2794,2,1,28,9,2,377155
1265,2,1,28,3,1,176135
3975,4,1,10,2,0,203133
3267,3,1,20,4,0,109253
2371,4,4,25,5,1,711222
3467,3,1,21,7,2,673642
1463,2,4,14,7,2,628955
1181,1,2,22,9,1,380940
3670,5,4,26,8,0,172042
1294,2,1,11,2,1,124065
4433,1,2,7,8,0,398530
1851,2,3,17,8,2,614926
3773,4,4,18,5,0,142455
2210,3,1,7,3,0,477100
4088,2,1,20,9,0,221769
1839,1,1,11,7,0,667908
3054,4,3,16,1,0,708631
998,5,2,27,8,2,286909
2546,4,2,11,5,1,591402
1314,3,1,16,6,2,614838
1303,4,4,23,9,0,500987
3408,5,1,12,8,1,328636
3146,1,1,3,3,0,293720
4425,2,4,2,5,2,324115
4136,3,1,24,4,2,237422
2314,5,3,29,1,0,725004
2572,3,1,34,5,0,535848
3621,4,3,20,7,1,203606
4402,3,1,18,1,1,728128
681,5,2,14,4,0,344769
1203,2,4,18,6,1,557992
2570,2,2,2,9,0,80032
2310,3,1,1,8,0,491108
2646,1,1,20,2,0,545341
4422,3,3,34,3,2,259451
3419,4,1,11,5,0,608645
1502,2,1,27,7,0,535728
964,2,1,23,3,0,322641
762,2,2,3,7,1,455350
3719,1,3,12,5,0,209905
3158,1,2,30,6,2,524164
4000,5,3,31,6,2,391972
2463,3,2,23,4,0,415067
715,3,1,1,8,0,191098
3588,4,2,20,9,0,598758
2984,2,2,6,2,2,351929
1480,1,3,11,9,1,455469
3384,4,3,4,4,1,518105
1439,4,2,29,6,0,506023
2794,1,3,10,7,1,235330
4246,3,3,29,4,2,499363
4477,2,3,1,8,0,367561
1946,3,4,8,8,1,566513
3090,4,3,17,1,0,454302
3484,2,4,19,8,0,160319
1636,5,4,33,3,2,671275
1542,4,3,15,5,2,135443
4165,3,2,31,8,1,696526
2324,3,3,21,6,2,151838
2934,3,1,3,4,0,375637
3367,1,2,2,4,2,344949
1737,4,4,16,4,1,383930
3127,2,4,21,6,1,74248
621,3,2,12,7,1,261075
4020,3,2,28,5,2,216456
2349,1,3,12,8,2,193968
1282,2,4,33,7,2,146175
4237,4,1,20,8,2,405398
3553,5,3,21,4,2,631679
2433,1,2,22,8,1,171011
2967,4,4,26,6,1,285151
725,5,2,7,3,2,409711
876,3,2,7,8,0,491912
2599,3,2,8,7,1,507170
1827,2,3,26,5,0,535833
2841,5,1,24,4,0,333370
4352,3,1,24,1,1,76858
4335,3,4,12,3,0,301544
4218,2,2,8,2,0,696781
1295,4,1,9,8,1,740473
1909,3,2,3,8,1,299828
656,1,4,21,5,2,606304
4405,1,2,31,5,1,317826
3974,4,1,24,4,0,524136
3834,5,2,4,1,1,77445
618,2,1,20,1,2,547656
4041,1,4,16,6,1,488291
2911,1,2,10,4,0,338835
3441,4,1,26,4,1,216932
712,5,4,29,3,0,744781
4159,5,2,5,9,1,223062
3998,4,4,11,3,2,387983
1141,1,1,29,8,2,590774
3294,2,2,15,2,1,262174
1178,1,2,6,4,0,522643
1688,5,2,15,1,2,462262
3963,1,4,20,5,0,327868
624,2,4,34,2,1,713567
2172,3,1,2,1,2,130886
2648,1,3,16,1,2,153761
3558,4,2,19,2,0,724524
2172,3,2,34,5,2,698454
740,4,1,14,9,0,617160
2367,4,2,24,6,0,513095
1247,4,4,28,4,1,672879
2835,1,4,32,3,0,380012
3799,5,2,10,8,2,560081
800,3,2,9,3,0,268997
3798,2,4,24,1,2,603635
856,5,2,29,4,0,363767
4347,1,4,29,5,1,76360
1146,4,3,23,5,1,568593
2841,2,3,27,5,0,336358
3350,3,2,31,8,0,394423
3775,5,2,7,8,0,291964
4206,5,2,4,4,1,74698
3936,2,4,14,9,0,553548
1401,1,3,10,1,0,744962
1541,3,3,34,5,2,176544
4055,2,1,26,5,1,337091
3931,4,1,23,5,1,112338
1013,3,2,9,8,0,488753
2614,5,4,8,9,0,82469
1981,2,2,14,3,2,721846
1698,5,3,7,9,0,657065
4026,5,2,7,8,1,79371
4255,5,2,9,3,2,297511
4442,1,3,3,2,1,747884
1509,5,3,14,4,0,303549
787,4,3,17,2,2,712241
4356,4,3,22,4,1,344618
2615,3,1,26,5,1,400347
1913,5,4,28,2,1,270409
2692,5,4,14,8,0,167644
4244,2,3,9,1,0,238213
2730,1,4,26,3,0,175468
1746,3,4,2,7,0,588693
957,5,4,11,1,1,324297
2151,2,4,17,2,2,276305
1689,1,3,34,3,0,244716
3583,3,2,19,2,2,557816
2280,3,2,18,2,1,160887
3022,5,2,13,6,0,481499
761,3,1,5,7,1,161347
4417,2,4,23,6,0,603934
4051,3,3,24,6,0,76036
4327,4,3,29,9,2,591014
4029,2,1,8,8,1,162326
3859,1,3,26,8,1,494376
2969,1,2,15,6,1,278163
1049,5,1,1,5,2,413581
2097,5,3,28,9,2,221639
1636,4,1,14,2,1,710539
2831,1,1,34,7,1,563782
2758,1,3,31,6,0,164968
2550,1,2,6,7,0,345835
3155,1,3,5,4,2,180931
1913,3,4,31,9,0,665690
2942,2,4,15,7,1,140632
4122,2,3,15,2,1,272055
3551,4,2,5,4,0,79854
1838,3,4,28,5,0,371840
1573,1,4,33,2,2,399726
1231,1,3,11,8,0,426874
2190,5,3,6,1,2,257564
1650,5,3,23,3,0,642083
4301,4,1,2,1,0,346704
3380,1,1,15,5,0,673999
3902,4,1,23,8,0,690865
2188,3,3,22,7,1,700212
4478,2,2,9,9,1,402535
2968,1,4,30,2,1,180965
3560,3,1,16,8,0,437278
3904,1,2,30,8,2,274611
2293,5,3,9,6,0,401524
1036,4,1,1,3,1,93146
3428,5,3,8,2,2,493093
2156,2,2,18,8,2,497909
4074,5,1,27,6,1,667348
1676,1,1,18,4,0,211191
4458,5,1,32,5,2,369823
3984,1,1,32,5,2,581128
1904,2,2,21,9,1,545341
3373,5,1,32,9,2,597451
2678,4,4,31,8,2,420835
2984,4,4,16,8,2,615090
782,4,3,14,2,0,112175
3694,5,1,24,3,0,70111
3191,5,4,25,8,1,695275
2069,5,4,17,5,0,649814
3745,1,4,4,7,2,185588
3681,2,2,11,8,0,605407
4155,4,1,15,6,2,252968
2079,1,2,30,5,2,565830
2189,4,2,24,8,0,566729
2187,1,4,2,1,0,711244
1259,5,4,34,1,0,488755
759,4,3,23,1,0,162473
3685,5,1,31,3,1,115387
3849,4,1,13,6,0,283561
3059,3,4,33,6,1,233895
1611,1,4,7,5,2,391699
652,3,1,32,7,1,670478
3055,1,3,7,5,2,107418
3494,2,4,13,2,1,416014
1645,4,3,24,4,1,108695
1653,2,2,28,1,2,712556
3350,2,4,32,7,1,207490
2907,1,2,18,4,2,611030
1828,3,4,34,4,0,270290
3730,5,2,34,4,2,108028
2094,1,4,1,3,1,432279
3423,5,3,31,8,0,137700
2089,2,3,1,4,1,329762
1635,5,3,16,8,0,653204
4302,3,2,15,9,2,376772
2550,1,3,33,1,0,664987
3961,3,2,23,4,0,407240
1449,3,4,34,6,0,336869
4431,1,2,17,8,1,232207
953,3,4,25,6,0,130223
4310,4,1,6,6,2,548714
1698,4,1,31,4,2,330200
3520,4,1,5,9,2,434038
2339,5,2,30,7,0,655246
4232,3,1,5,6,2,286140
4262,1,1,12,1,1,556885
2064,1,1,7,2,2,596809
1590,5,4,13,6,0,595194
1864,1,3,4,1,2,317608
3665,4,2,3,5,0,128514
2484,3,1,12,1,0,303126
3825,1,4,1,3,2,222347
2409,1,3,27,7,1,72343
3767,2,3,13,5,1,268559
4397,2,3,17,1,2,664515
2941,2,4,8,1,0,530272
2856,3,1,32,8,2,177658
4014,4,3,20,9,0,294284
1711,4,4,17,7,0,352665
1417,4,4,34,3,0,294558
2399,3,2,24,6,1,454021
2560,3,4,18,3,1,489084
3037,2,3,33,4,2,749703
2972,1,3,23,4,1,527543
3587,5,4,25,3,0,488599
1488,5,3,27,6,0,75040
2455,1,4,1,5,2,478403
1780,2,3,21,9,0,384822
1267,1,2,10,9,2,680684
4322,1,1,31,3,2,217597
1232,5,2,25,9,0,98394
3224,2,2,20,3,1,150672
2242,3,1,2,4,0,169042
4330,5,3,15,1,0,142546
736,3,1,28,5,2,648277
2546,2,4,13,9,1,623940
2297,1,1,14,2,2,438442
1027,4,2,2,4,0,431902
2075,4,1,34,2,2,661798
